Пор.No,Арт.No,Име,Прод.цена
3058,7526,meden linzer sho key 65gr/20br,0.22
3059,7527,vafla heli maksi kokos 60gr/24br,0.2
3060,7529,keik bar 7days vanilia glazura 32gr/16br,0.18
3061,7530,B-ti Traqna portokal 175gr prestij,0.92
3062,623,skumriq file s podpravki Okean,5.72
3063,7531,suha pasta Nora 240gr Maraton ,0.95
3064,7540,skumriq ropotamo 160gr/36br Slavqnka,0.95
3065,7769,Misota Selska lutenica s chubrica 310gr.,1.52
3066,745,Bqla golqma pechurka st,0
3067,41308,Domashen sudjuk svishtov KG ,6.1
3068,746,Cheri domati kg,0
3069,30044,jarena vita shunka kg KEN,5.57
3070,747,Menta st,0
3071,748,Rumunska salata st,0
3072,7541,skumriq file v rastitelno maslo 170gr/36br,1.31
3073,93,barbeku karnache 450gr Yasen,1.99
3074,7543,kiselo mlqko mlechna dolina 3.6%,0.57
3075,7668,Ushtipaci 300gr Jar ,1.59
3076,7669,Chibapche 10br/80gr Jar,4.4
3077,7542,skumriq file v domaten sos s bosilek 170gr/36br,1.31
3078,7575,sirene ovche mlechna dolina ,1.61
3079,7544,suh shpek 250gr Tandem ,2.99
3080,7545,shpek lulin 220gr Tandem,2.52
3081,7546,shpek burgas 220gr Tandem ,2.66
3082,7547,shpek kavarna 220gr Tandem,2.52
3083,7548,kolbas chetiri sezona s podpravka slais 150gr Tandem,1.81
3084,7549,salam sandvich slais 180gr Tandem,1.81
3085,7532,carska turshiq amfora 1KG Popa,2.67
3086,33116,bahur domashen tandem KG,4.75
3087,829,pusheno pileshko butche vakuum Gradus,3.57
3088,7566,Frenski keks s kakao glazura 250gr Janeta,1.36
3089,7567,frenski keks klasik 250gr Janeta,1.36
3090,609,but po elenski cheh,16.36
3091,610,pechena pileshka parjola ot but maleventum kg,5.85
3092,611,pecheno pileshko kebapche vakuum 180gr Maleventum,0.6
3093,612,pecheno pileshko kyufte vakuum 180gr Maleventum,0.6
3094,10332,lukankov salam Musala F55 maksi KFM,7.29
3095,7550,lukankov salam 250gr Orehite,3.33
3096,69040,delikatesen shpek gastro Jitnica,8.73
3097,7551,krenvirsh Sachi hot dog 260gr ,1.7
3098,5493,KitKat peanut butter 42gr.,0
3099,287,teleshki jeliran djulan kg,9.3
3100,240,samokovski sudjuk vakuum Eko Mes ,10.89
3101,244,karlovski babak kas Eko mes kg,10.26
3102,2082,sudjuk starobalgarski KFM ,17.47
3103,7569,drebni sladki lokumki 200gr Janeta,1.2
3104,749,Smokinq kaktus st,0
3105,7570,rulo dalmatinec 300gr Janeta,1.35
3106,7636,Keik Alisa qbalka 50gr Aniel,0.29
3107,7552,kashkaval ovche 300gr Merone,3.57
3108,86690,kashkaval ovche triagalen Elena,11.02
3109,7553,bivolsko kiselo mlqko 530gr Fermer,2.2
3110,7554,sirene krave Dunavia 250gr kutia,1.44
3111,613,jaren svinski but Tandem,6.06
3112,614,kashkaval kukeri triagalen,8.94
3113,11111,Kashkaval Sitovo Plochka kg,8.15
3114,7555,sirene krave 200gr Mlechna dolina,1.04
3115,7556,sirene krave 900gr Manoq,4.69
3116,7557,krenvirsh az qm 300gr Gradus,1.21
3117,7558,lukankov kolbas gabara 240gr Tandem,1.75
3118,500,lukankov kolbas hemus Eko Mes,8.9
3119,7559,ovche kiselo mlqko Fermer,2.2
3120,615,Teleshka pastarma vakum Cheh kg,25.86
3121,7560,krave kiselo mlqko smes Fermer,1.78
3122,840,Mandarini drebni kg,0
3123,7561,kashkaval krave 200gr Mlechna dolina,1.7
3124,616,teleshki sudjuk vakuum Jitnica,16.97
3125,617,lukanka smqdovska vakuum Jitnica,13.29
3126,7562,shpek burgas 180gr Elit Mes,1.33
3127,7571,sladki orehcheta 1kg. Janeta,1.2
3128,7572,baklavichki 400gr Janeta,1.89
3129,7573,mini rolenca s krem kakao 300gr KBN,1.39
3130,7574,zelev list vakuum 16br Popa,1.22
3131,839,tros domat kg,0
3132,8562,Candy Raw petrol 8g ,0
3133,7563,lukankov kolbas deboq 120gr Eko mes,1.11
3134,7568,kiseli krastavichki 720gr Popa ,1.1
3135,618,kashkavaleno role s shunka hadjiiski ,6.86
3136,7576,Rafaelo 250gr Janeta,1.05
3137,7582,pusheno topeno sirene 180gr Merone,1.15
3138,7577,Bishkota s kakaova glazura Janeta 720gr.,2.96
3139,7578,Praskovki Janeta 250gr.,1.1
3140,7579,suha pasta Prestij portokal 360gr.,1.75
3141,7580,Pudra Zahar Krina 500gr,0.98
3142,7581,Rulo plodovo Janeta 300gr.,1.7
3143,7583,Samardala Bioset 30gr/20br,0.23
3144,7585,carevichno brashno 60gr/10br Bioset,0.15
3145,7584,Trapezna Chubrica Bioset 40gr/20br,0.25
3146,7586,chili 40gr/10br Bioset,0.43
3147,7587,Trapezna chubrica Panagurska bioset,0.2
3148,7588,Sharena sol Bioset 40gr/20br,0.22
3149,7589,pshenichno nisheste 60gr/10br Bioset ,0.15
3150,7590,Chubrica po shopski Bioset 40gr/20,0.2
3151,7591,bakpulver 10gr/20br Bioset ,0.15
3152,7592,amonqchna soda 10gr/20br Bioset ,0.15
3153,7593,djindjifil 5gr/20br Bioset ,0.15
3154,7594,Kanela 10gr/20br Bioset ,0.15
3155,7595,jelatin 10gr/20br Bioset ,0.2
3156,7596,bahar na zarna 8gr/20br Bioset ,0.2
3157,7597,kari 10gr/20br Bioset ,0.15
3158,7598,susam 10gr/20br Bioset ,0.15
3159,7599,limonena kiselina 10gr/20br Bioset,0.15
3160,7600,chesan 8gr/20br Bioset,0.15
3161,7601,Kafe Crown 3v1 hazelnut ,0.26
3162,7602,KAfe Crown 3in1 ,0.22
3163,7603,karfiol i morkovi vakuum 400gr Popa ,1
3164,7604,prah Bingo 500gr shisharka,0.79
3165,7605,kornfleks naturalen 200gr Shiderov,0.58
3166,7606,taralejki Nestle klasik 94gr,1.75
3167,7607,Kurkuma Bioset 5gr/20br,0.15
3168,7608,suha pasta lia s mlqko 50gr Aniel,0.29
3169,7609,pastet apetit 180gr Karo,0.9
3170,7610,pastet domashen 300gr Karo ,1.06
3171,7611,aromatisator za doma palnitel Orkide,1.69
3172,7612,esencia rom 4/2ml Dr Oetker,0.85
3173,7613,esencia vanilia 4/2ml Dr Oetker,0.85
3174,7614,pshenichna mlechna kasha s furmi,2.67
3175,7615,pshenichna mlechna kasha s med Ganchev,2.67
3176,7616,Bananova  Mlechna kasha bez gluten Ganchev,2.67
3177,7617,prah Bingo 500gr hlorin sin ,0.79
3178,7618,Coca-Cola zero ,0
3179,7620,Lutenica Deroni edrosmlqna apetitno lutiva 260gr,1.52
3180,750,Nar kg,0
3181,7621,Slancho s vkus na pile,0.37
3182,7619,Fini luti chushleta Oberon 280gr,0.79
3183,7622,Bikviti Roden krai Mlqko 165gr,0.7
3184,7623,Biskviti Roden krai Kakao 170gr.,0.7
3185,7624,Pechena Kapiq Fiore 580gr,1.7
3186,7625,"chai karkade bioprograma 20br/1,5gr",0.91
3187,7626,cheren chai bioprograma 20br/1.5gr,0.91
3188,7627,chai pri grip i prostuda bioprograma 20br/1.5gr,0.91
3189,751,Limoni mreja st,0
3190,7634,Skumriq v sobstven sos Dianea 160gr,0.84
3191,7632,sirene delikatesno samuil 900gr,2.74
3192,822,Domat Tomabel,0
3193,7637,Mafini kakao 300gr KBN,1.23
3194,7633,parti gril s kapak ,18.5
3195,752,Raiska qbulka kg Kakis,0
3196,7628,stepcheta praskova i kaisiq 10gr/24br,0.21
3197,7629,nisheste limon Bioset 60gr,0.27
3198,753,Mango st,0
3199,7635,Skumriq v domaten sos Diavena 160gr,0.84
3200,619,pileshko butche Vkusno pile,1.89
3201,7630,ronena chubrica 100gr Bioset,1.47
3202,7631,karnache svinsko 12br/110gr Boni,5.42
3203,620,Pileshki but Pimens,1.98
3204,7638,shpek burgas 260gr cherven etiket vakuum,2.16
3205,7639,shpek tarnovo 290gr vakuum eko mes ,1.86
3206,621,Lukanka Kartevi KG,16.08
3207,7640,podpravka za sudjuk 180gr Rubo,0.96
3208,7641,stepcheta gorski plodove 10gr/24br,0.21
3209,7642,stepcheta qbalka i krusha 10gr/24br,0.21
3210,7644,podpravka za kaizer pastarma 100gr Rubo,0.76
3211,7643,pileshki sarca 500gr Jar,1.35
3212,257,pileshko bon file s susam Jar ,6.31
3213,622,teleshka nadenica Yasen kg,5.09
3214,7645,bob edar burkan 570gr.Bograin,0
3215,16,suvenir lqstovica ,22.8
3216,44,suvenir 2ka geran,20.8
3217,45,suvenir lulka ,22.8
3218,46,suvenir melnik ,15.9
3219,48,geran malak ,12.9
3220,49,tochilka malka ,0.6
3221,51,suvenir geran rakiq ,13
3222,52,suvenir topche rakiq,12.4
3223,57,darveno bedro ,5.94
3224,58,trikolka suvenir ,12.9
3225,59,Robichka ,9.9
3226,60,chuk za parjoli ,0.8
3227,61,Kolelo s dve saksii ,17.8
3228,62,kashta 2ka,7.93
3229,63,karuchka 2ka malka,11.9
3230,64,visqshta kashpa,7.93
3231,65,topche malko ,6.43
3232,66,havanche goliamo ,2.43
3233,74,baklica darvena goliama ,16.85
3234,75,baklica darvena malka ,13.39
3235,67,havanche malko ,1.43
3236,68,baklica goliama keramika ,6.72
3237,69,baklica malka keramika ,3.72
3238,70,Olivernik Karuca,13.39
3239,71,Garne 5.5 L ,10.39
3240,72,Gondola  ,3.72
3241,77,sovenir karuca rakiq,20.82
3242,78,suvenir karuca vino ,16.85
3243,79,suvenir Agal ,13.87
3244,82,suvenir cheren malak ,11.87
3245,83,suvenir vetrilo ,18.85
3246,84,suvenir kashta pokriv ,13.87
3247,85,suvenir cheren goliam,13.39
3248,7648,Cream Cheese Pinar 200g,0
3249,7649,Biberli Dilim Salam GULCAN 200G,0
3250,7650,Tavuk Dilim Salam GULCAN 200G,0
3251,7651,Zeytinli Dilim Salam GULCAN 200G,0
3252,31145,Jareno svinsko File G.R. Ken,7.07
3253,768,Kashkaval  Sitovo kragav # 500g ,7.66
3254,7652,Tubble Gum 35g,0
3255,7653,Magical Stick Gum,0
3256,7647,Damski Prevrazki Leidi soft 10br,0
3257,7646,pecheni tikveni semki 120gr Kerpi ,0.8
3258,7654,DipN Lick 72g,0
3259,7655,Kinder Surprise 20g,0
3260,7657,Dankek kakaolu 220g ULKER,0
3261,7666,Cherni maslini Gracki 615g,0
3262,7658,Bastos 25 sigaretten,0
3263,7660,Beauty M16,0
3264,7659,Brusketi Mareti Kapreze 70gr,0.7
3265,7661,Sapun indulging spa tete-a-tete,0
3266,7662,Sapun aroma tete-a-tete,0
3267,6667,Marlboro gold mega ,0
3268,754,Greipfrut kg,0
3269,7656,Tabak 32g Winston,0
3270,7663,Lipton sparkling 330ml.,0
3271,86,Refan nal. parfum damski,0
3272,87,Refan nal. parfum men,0
3273,7667,zahar kristalna 1KG Grestokomers,0.99
3274,755,Dulq kg ,0
3275,88,Kebapche Tarnovo 10/70gr.,3.25
3276,2110,Pileshko file ot gardi Getiko kg,6
3277,756,Cherven qbalka kg,0
3278,8527,Gummi Burger 50g ,0
3279,7670,marinovana perla 200g Okean,1.07
3280,94,Cherven piper zamrazen 2kg BFF ,3.24
3281,7671,krenvirsh vakuum 400gr Naroden ,1.56
3282,7672,salam teleshki 270gr Madjarski,0.8
3283,7673,salam hamburski 270gr Madjarski ,0.8
3284,7674,salam kamchiq 270gr Madjarski ,0.8
3285,43413,salam za vino festa Tandem,22.34
3286,43409,salam za vino Bianco Tandem,22.34
3287,43411,salam za vino Rosso Tandem,22.34
3288,624,dobrudjanska sushenica kasa vakuum Eko Mes,12
3289,2059,delikatesen salam vakuum +- 220gr Eko mes,9.26
3290,393,pacha jelirana vakuum Eko Mes,6
3291,52044,lukanka Karl wursten gastro Krum Mushev,7.5
3292,7675,domashen sudjuk 170gr vakuum Molerite ,3.4
3293,7676,domashna lukanka 170gr vakuum Molerite,3.4
3294,7677,divechov sudjuk 170gr vakuum Molerite,3.46
3295,7678,divechova lukanka 170gr vakuum Molerite ,3.5
3296,7679,shpekov salam narqzan 180gr KFM,1.66
3297,625,lukankov salam zakuska F65 KFM,7.22
3298,701,karlovski babek gastro Eko Mes ,10.4
3299,7680,shpek klasik gastro 450gr Naroden ,3.25
3300,626,pastarma naturalna/kaizer Stefmark,22.27
3301,7681,lukanka Molerite s teleshko i konsko meso 170gr,3.4
3302,7682,lukankov salam zakuska slais 200gr KFM,1.66
3303,43014,salam delikatesen vakuum F70 Madjarov,12.95
3304,7683,shunkov salam 330gr Gradus,0.91
3305,7684,bob qhnia 720gr Popa ,1.62
3306,7685,postni zelevi sarmi 680gr Popa ,1.56
3307,7686,lutenica nashenska edro smlqna 380gr Filikon,1.69
3308,7687,lutenica balkanska edro smlqna pikantna 380gr Filikon,1.69
3309,44150,jareni gardi kg Bravo ,5.59
3310,7688,krave maslo smes hranivest 125gr ,0.64
3311,627,domashen sudjuk stefanov ,12.5
3312,21124,salam burgas F70 Madjarov ,11.03
3313,7689,sudjuk Molerite s teleshko i konsko meso 170gr,3.4
3314,7690,teleshka lukanka Molerite 170gr,3.4
3315,7691,teleshki sudjuk Molerite 170gr,3.4
3316,7692,lukanka smqdovska 80gr slais KFM,1.16
3317,21972,krave kashkaval Destan 200gr ,7.42
3318,21974,kashkaval Destan toster 1kg,7
3319,628,kashkaval Domlqn 250gr ,8.79
3320,629,kashkaval Dqdo Liben 500gr ,6.5
3321,70650,kashkaval Dqdo Liben toster ,5.76
3322,630,dobrudjanski babek gastro Orehite,15.46
3323,25677,but sredizomnomorski M.R. Madjarov ,19.52
3324,21123,lukanka Madjarov  F70 M.R.,18.67
3325,7693,kamchiq 1kg Jitnica ,3.75
3326,631,veqna skumriq bez glava 250gr Okean,1.72
3327,632,pushena skumriq bez glava 250gr Okean,1.72
3328,2160,pushena slanina Eko Mes ,4.16
3329,633,kalcan domashen sudjuk Karuchkata ,12
3330,634,retro babek Karuchkata,11.2
3331,635,konski sudjuk Bratq Kartevi,14.35
3332,636,petrohan Rodopa,12.3
3333,637,fleiki Ekstra mes ,5
3334,638,shashluk Ekstra Mes,5
3335,639,shunkova nadenica Ekstra Mes ,4
3336,640,carska turshiq  Plavan ,2.5
3337,7694,shpek sandvich Eko Mes slais,0.7
3338,641,sirene dunaviq kg Mlechna Dolina ,4.23
3339,7695,cherni maslini Del Alma 250gr,1.62
3340,7696,krave sirene 900gr Natura,4.88
3341,7697,krave sirene 4kg Natura,19.52
3342,7698,keik Alice s qgoda Aniel  ,0.29
3343,7699,salam burgas 200gr Orenda,1.17
3344,7700,guvech 720gr Popa ,1.02
3345,7701,pikant fix sladko kisela Dr oetker 100gr ,0.65
3346,964,Kayzerovan vrat Trakiya M.R Eko Mes,16.35
3347,7702,vafla Heli med i orehi 140gr ,0.57
3348,7703,bonboni Mentina mohito 80gr ,0.53
3349,7704,bonboni Mentina kuba libre 80gr,0.53
3350,7705,Tik Tak portokal 18gr,0.27
3351,7706,Tik Tak apple mix 18gr,0.27
3352,7707,Tik Tak mint 18gr,0.27
3353,7708,Bira Kamenitza tamno 2L ,2.55
3354,7709,bira kemenitza retro 400ml ,1.02
3355,7710,mini banichki sas sirene 1kg Familia ,4.11
3356,8471,Avci sosis 550g Egeturk,0
3357,7718,Kroasan 7days choko s vaniliq 60gr.,0.53
3358,7713,Pads kofe regular 36st.Evryday,0
3359,7714,Sportlife Extramint,0
3360,7715,Sportlife Clorophile,0
3361,7716,lakochistitel Forte 110ml,0
3362,7711,Derby Vishnq 3L,1.22
3363,901,Ardbeien 500gr,0
3364,7720,B-ti surpriz karamel 160gr Kristal,0
3365,8472,Tavuk salam 340g Robert,0
3366,8473,Beef luncheon meat 340g Robert,0
3367,7717,Kroasan 7 days choko glazura 60gr,0.53
3368,8474,Tosya tipi Goldkorn 5kg ,0
3369,7721,B-ti surpriz mlechni 160gr Kristal,0
3370,7793,Misota edrosmlqna Makedonska lutenica 540gr.,2.63
3371,8475,1121 Sella Basmati Rice 5kg ,0
3372,234,Instant gist 500gr Bruggeman,0
3373,7722,Biskviti Duo krem kakao 220gr Sweet+,1.47
3374,9035,Kiopoolu Deroni 245g,1.35
3375,7724,pileshki cheren drob 500gr JAR,1.25
3376,9729,Drink&play multifruit 300ml,0
3377,7719,Taralejko 200gr KBN,1.17
3378,7723,Fineti stiks 45gr s igrachka,0.84
3379,101,Podaruchen komplekt bebe 4 peleni,30
3380,7725,teleshko karnache 500gr Stefmark,4.56
3381,7726,Chai Bilkov Valshebno uhanie Bioset 20br/1.5gr,0.84
3382,7727,Chai Jalt Kantarion Bioprograma 20br/1.5gr,0.84
3383,7728,Chai Planinska Pesen Bioset 20br/1.5br,0.84
3384,7729,Biskviti Fini qbalka i portokal Prestig 132gr,0
3385,7730,Biskviti Fini kokos leshnik bql shokolad 132gr Prestig,0
3386,7731,Pure ot qbalki i tikva 190g Ganchev,0.96
3387,7732,Pure ot plodova smes s banani 190g Ganchev,0.96
3388,7733,Pure ot qbalki i praskovi 190g Ganchev,0.96
3389,7735,Desert ot qbalki ikrushi s yogurt190g Ganchev,0.96
3390,7734,Pikantina Miks susheni zelenchuci 100gr.,0.95
3391,7736,Pure ot banani 190g Ganchev,0.96
3392,7737,Pure plodove s morkovi190g Ganchev,0.96
3393,7738,Pure ot qbalki i morkovi 100%plod 190g Ganchev,0.96
3394,7739,Pure tikva s mlqko 190g Ganchev,1.07
3395,7740,Bob Cherven Krina 400gr,0.89
3396,7741,Bob Bql Krina 400gr,0.89
3397,7742,Pure qbalki i kaysii 190g Ganchev,0.96
3398,7743,Pure praskovi i gris 190g Ganchev,0.96
3399,7744,Pure praskovi i qbqalki s yogurt190g Ganchev,0.96
3400,7745,Pure ot tikva 190g Ganchev,1.07
3401,7746,Pure qbalki i slivi 190g Ganchev,0.96
3402,7747,Pure plodove i smetana 190g Ganchev,0.96
3403,7748,Pure kaysii i morkovi 190g Ganchev,0.96
3404,7750,Plik i podpravka za pile Mercury 20gr,0.41
3405,7749,Pure asorti banani 190g Ganchev,0.96
3406,7751,Pure ot kaysii 190g Ganchev,0.96
3407,7752,Pure qbalki i banani 100%plod,0.96
3408,7753,Krem za sladkishi shokolad Dr Oetker,0.65
3409,7754,Pure tikva i morkovi 190g Ganchev,1.07
3410,7755,Pure ot qbalki i banani sas smetana,0.96
3411,7756,Pure tikva i kartofi,1.07
3412,7757,Desert banani i qbalki s yogurt 190g Ganchev,0.96
3413,7758,Techen prah Savex 2v1 Fresh 1.3L,4.36
3414,7760,Prax Bonux Mangolia 300gr,0.96
3415,237,Hit Max Fastuk 100gr,0
3416,7761,prah Savex White brillance rachno 400gr,0.86
3417,7762,OCB Rizla+,0
3418,7763,Filters slim size,0
3419,7764,Marlboro silver blue,0
3420,7765,Tema skin-loving color 300gr,4.92
3421,7767,Medix za prozorci palnitel sin 500ml,1.45
3422,102,Torta ot peleni st,45
3423,7796,Misota pechena belena kapiq bez ocet 680gr.,2.63
3424,130,Guvech 5.5L,0
3425,8476, Junior up 20 broekjes 5 size Boni,0
3426,7770,Misota Makedonska lutenica edrosmlqna 310gr.,1.52
3427,7771,Misota chushleta luti 314gr.,0.94
3428,8477,Maxi up 18 broekjes 4 size Boni,0
3429,8478,Xlarge up 18broekjes 6 sizes Boni,0
3430,9724,Winston red 100*s ,0
3431,7772,Misota luti fiferoni 260gr.,1.31
3432,7773,Misota kiopolu edrosmlqno selska trapeza 314gr,1.52
3433,7774,Misota Domateno pure 310gr.,1.02
3434,7775,Misota Ribki chushleta 300gr.,0.96
3435,7776,Misota Pecheni luti chushleta 300gr.,1.04
3436,7777,Misota presen grah 425ml,0.94
3437,7778,Misota Lovdjiiska salata s med 1000ml,1.9
3438,7779,Misota sladka carevica 284ml.,0.94
3439,7780,Misota Trakiiska lutenica 310gr,1.09
3440,7781,Misota lozovi lista 680gr,1.39
3441,7782,Misota mish mash 540gr,2.85
3442,7783,Misota zelevi lista 680gr,1.46
3443,7784,Misota Aivar selska trapeza 310gr,1.6
3444,7785,Misota pindjur selska trapeza 310gr,1.57
3445,7786,Misota edrosmlqna lutenica 310gr,2.42
3446,7787,Misota carska trushiq s med 1000ml,2.63
3447,7788,Misota selska trushiq s med 1000ml,1.9
3448,7789,Misota tikvichki s domaten sos 540gr,2.05
3449,7790,Misota parjeni tikvichki s kopar i chesan 540gr,2.05
3450,7791,Misota pechena chorbajdiika 540gr.,1.61
3451,7792,Misota selska lutenica s chubrica 560gr,2.63
3452,7797,Misota pecheni luti chushleta 540gr,1.64
3453,7798,Misota beleno domati s magdanoz 680,1.24
3454,7799,Misota Guvech 720,1.31
3455,7800,Misota zelen fasul 720,1.46
3456,7801,Konfitur Smokini Jam-Jam 300gr,1.31
3457,7802,Konfitur Ananas Jam-Jam 300gr,1.31
3458,7820,sladko ot gorski plodove Jam-Jam 240gr,1.8
3459,7803,Konfitur Kivi Jam-Jam 300gr,1.31
3460,7804,Konfitur Kaisiq Jam-Jam 300gr,1.31
3461,7805,Konfitur Tropicheski plodove Jam-Jam 300gr,1.31
3462,7806,Konfitur qgodi Jam-Jam 300gr,1.31
3463,7807,Konfitur Gorski plodove Jam-Jam 300gr,1.31
3464,7808,Marmalad shipka Jam-Jam 360gr,1.31
3465,7809,Konfitur ot Rozi Jam-Jam 250gr.,1.31
3466,7810,Sladko ot Vishni Jam-Jam 240gr,1.8
3467,7811,Sladko ot smokini Jam-Jam 240gr,1.8
3468,7812,Sladko ot Borovinki Jam-Jam 240,1.8
3469,7813,Sladko ot qgodi Jam-Jam 240gr,1.8
3470,7814,Sofra trapeza na monaha 530gr,2.67
3471,642,Sofra patlajan i pecheni piperki 530gr,2.62
3472,7815,Sofra Ikra parjen patlajan 540gr,2.44
3473,7816,Konfitur ot Porokali Jam-Jam 300gr.,1.31
3474,7817,Konfitur ot Vishni Jam-Jam 300gr,1.31
3475,7818,Konfitur ot Malini Jam-Jam 300gr,1.31
3476,7819,Konfitur ot Borovinki Jam-Jam 300gr,1.31
3477,7821,Sofra Stanimashki lozovi sarmi 300gr,1.94
3478,7822,Sofra Lovdjiiski pikanten bob 300gr,2.02
3479,7823,Sofra Stanimashki zelevi sarmi 300gr,1.94
3480,7824,Sofra Gigantski bob s domati 300g,1.79
3481,7825,Domashna lutenica Sofra 350gr,2.72
3482,7826,Domashna lutenica Pindjur sladak Sofra 290gr,1.57
3483,7827,Tradicionna lutenica Sofra 300gr,1.24
3484,7828,Makedonska lutenica sladka 550gr Sofra,2.97
3485,7829,Pecheni beleni piperki Sofra 530gr,2.25
3486,7830,Gracki pukani chushki Sofra 480gr,1.79
3487,7831,Kiselo zele rqzano 1.610gr Sofra,3.02
3488,7832,Ikra ot parjeni tikvichki 540gr Sofra ,2.44
3489,7833,Domashna lutenica pikantna Pindjur Sofra 550gr,2.78
3490,7834,Sofra patladjan po trakiiski Sofra 530gr.,2.62
3491,7835,Domashna lutenica Pindjur 550gr Sofra,2.78
3492,7836,Luti chushleta beibi 300gr Misota,1.46
3493,7837,Domashna kurabiq s parchenca portokal 250gr Marchela,1.9
3494,7838,Domashna kurabiq s zahar 250gr Marchela,1.9
3495,7839,Domashna kurabiq s shokoladovi parcheta 250gr Marchela,1.9
3496,7840,Misota tymen soev sos 190gr,1.02
3497,7841,Zelev list Popa 3.300ml,4.16
3498,7842,Rusensko vareno 140gr Menu,0.99
3499,7843,Pastet po selski 180gr Menu,1.02
3500,7844,Pastet apetit 300gr Yanef,1.12
3501,7845,Domashen pastet 180gr Menu,1.08
3502,7846,pipe rigate Makaroni Santangelo 500gr,0
3503,7847,spagetini N10 Santangelo 500gr,0
3504,7848,Rusensko vareno 300gr Yaneff,1.36
3505,7849,Zehtin salaten miks Helios 1L,6.99
3506,7850,kiseli krastavichki bebe 314gr Popa,0.59
3507,7851,Kiselo lzele kalcano 1.700g Popa,1.27
3508,7852,Vaniliq Bioset,3.3
3509,7853,Panirovka za meso 100gr Bioset,0.5
3510,7854,Kim 10gr Bioset,0.15
3511,7855,Makovo seme 10gr Bioset,0.15
3512,7856,Karamfil 5gr Bioset,0.29
3513,7857,nisheste kakao 45gr Bioset,0.27
3514,7858,Indiisko orehche 5gr Bioset,0.38
3515,7859,Bql piper 8gr Bioset,0.49
3516,7860,suha smes za Buhti Bioset,0.83
3517,7861,suha smes za Palachinki Bioset,0.83
3518,7862,Podpravka za ,0
3519,7863,Podpravka za Agneshko 45g Bioset,0.5
3520,7864,Vafla Boiko Borisov 50g,0.2
3521,7865,Chili sos Unifood 250ml,0.75
3522,7866,suha smes za Gofreti Bioset,0.83
3523,7867,suha smes za Mekici Bioset,0.83
3524,7868,Oveseni qdki Zlatna Niva 200gr,0.5
3525,7869,soda bikarbonat kutiq Bioset 80gr,0.35
3526,7870,Gruhana pshenica Zlatna niva bioset 400gr,0.75
3527,7873,kimion na zarna 10gr Bioset,0.15
3528,7871,kachamak Bioset 400gr.,0.61
3529,7872,ronena chubrica 250gr Bioset ,2.52
3530,7874,mlqn bql piper 8gr Bioset,0.49
3531,7875,mlqn koriandar 10g Bioset,0.15
3532,7876,Leneno seme 100gr Bioset,0.61
3533,7877,Oveseni trici 150g Bioset,0.46
3534,7878,Mlqn cheren piper 10gr Bioset,0.24
3535,7879,Chere piper na zarna 10gr Bioset,0.24
3536,7880,kimion mlqn 100gr Bioset,1.16
3537,7932,Ayran 480g Danon,0.71
3538,7881,Kerpi lokumeni vafli s qgoda 10br,0.66
3539,7882,Bebeshki biskviti 6+ Sweet plus 240g,1.64
3540,7883,Chai Menta Bioprograma 20x1.5g,0.91
3541,7884,Chai Dobro utro Bioprograma 20x1.5g,0.91
3542,7885,Chai Mashterka Bioprograma 20x1.5g,0.91
3543,7886,chai Staroplaninski Bioprograma 20x1.5g,0.91
3544,7887,carevica barbeku 80g Detelina ,1.34
3545,7889,Leblebiq 200g Detelina ,1.88
3546,7888,bireni beleni semki 75g Detelina ,0.43
